Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID,Order Item Count
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6309492182,"12:03 PM, October 30 2024",Delivered,Zomato Delivery,7km,"4 x Chilli Cheese Garlic Bread, 6 x Bageecha Pizza, 6 x Makhani Paneer Pizza, 4 x Cheesy Garlic Bread",,Buy 1 Get 1 - ₹4710.00,4710.0,235.5,0.0,0.0,0.0,0.0,4945.5,,,,,,55.52,11.5,Incorrectly,,fda034a4d92acf6c8c1422473518c6bcd380c5918ea055de105f6e50b98e9c40,20
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6293780158,"11:25 AM, October 23 2024",Delivered,Zomato Delivery,10km,"10 x All About Chicken Pizza, 10 x Makhani Paneer Pizza",,Flat 25% off,16080.0,603.0,4020.0,0.0,0.0,0.0,12663.0,,,,,,90.87,68.0,Correctly,,313956167f82ffd9bcca4d100cdacf6258d58e0f62055a293f342249c94175c5,20
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6433831042,"11:30 AM, December 14 2024",Delivered,Zomato Delivery,4km,"5 x Peri Peri Grilled Chicken Pizza, 5 x Makhani Paneer Pizza, 5 x All About Chicken Pizza, 5 x Bageecha Pizza",,Buy 1 Get 1 - ₹8050.00,8130.0,406.5,0.0,0.0,0.0,0.0,8536.5,,,,,,88.57,53.2,Correctly,,e7effd922b1555e4013df178577e43ddb5fe649c39c8b393ef6fdb2d559db030,20
