Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID,Order Item Count
20659868,Aura Pizzas,Sector 4,Delhi NCR,6241939242,"12:46 PM, October 06 2024",Delivered,Zomato Delivery,9km,"1 x Spinach Sumac Pide, 1 x Masala Potato Pide, 1 x Malai Gud Pide, 1 x Masala Paneer Pide, 1 x Makhani Paneer Pizza, 1 x Bageecha Pizza, 2 x Herbed Potato",,Buy 1 Get 1 - ₹1305.00,1375.0,68.75,0.0,0.0,0.0,0.0,1443.75,,,,,,29.13,14.9,Correctly,,b954548fe5b1f347f73d23fbbe05b3e49745344acd7f6f4ceeea8c6a21b2ba81,8
21077127,Aura Pizzas,Sector 135,Delhi NCR,6237542115,"02:12 PM, October 05 2024",Delivered,Zomato Delivery,2km,"1 x Murgh Amritsari Seekh Pide, 1 x All About Chicken Pizza, 1 x Herbed Potato, 1 x Peri Peri Crisper Fries, 1 x Bageecha Pizza, 1 x Masala Paneer Pide, 1 x Fried Chicken Strips, 1 x Salted Crisper Fries",,Buy 1 Get 1 - ₹1066.00,1634.0,81.7,0.0,0.0,0.0,0.0,1715.7,5.0,,,,,28.4,13.2,Correctly,,d8e34e5f4d7229e81479150c48b66f9c0321c86b6216bd10b45e017831599b32,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6273458309,"12:50 AM, October 17 2024",Delivered,Zomato Delivery,5km,"2 x Indian Pico De-Gallo, 1 x Spinach Sumac Pide, 1 x Harisa Mayo, 1 x Garlic Aioli, 1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza, 1 x Salted Crisper Fries",,Flat Rs.200 off,1865.0,87.65,112.0,0.0,0.0,0.0,1840.65,,,,,,16.25,0.5,Correctly,,3d972c72b39277243c3567397403cf947017b32f90c4f577666f3c7a8fb71ec1,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6272624162,"12:59 PM, October 16 2024",Delivered,Zomato Delivery,4km,"1 x Chilli Cheese Garlic Bread, 3 x Bageecha Pizza, 2 x Herbed Potato, 1 x Masala Paneer Pide, 1 x Mushroom Pizza",,Flat 15% off,4070.0,174.77,574.55,239.7,0.0,0.0,3430.52,,,,,,29.77,2.1,Correctly,,b20394f7be5f7735f98c9ae69fba0b1fa1df9565e3b5dc8b931afd985c10f53f,8
21077127,Aura Pizzas,Sector 135,Delhi NCR,6253789688,"12:51 PM, October 11 2024",Delivered,Zomato Delivery,4km,"2 x Cheesy Garlic Bread, 2 x Bageecha Pizza, 2 x Chilli Cheese Garlic Bread, 1 x All About Chicken Pizza, 1 x Tripple Cheese Pizza",,Flat Rs.200 off,4002.0,190.1,200.0,0.0,0.0,0.0,3992.1,,,,,,22.58,1.7,Correctly,,1a524e44c98252d3dc01799077282de03f3dbe46b47c1e0918a702d2bb90e143,8
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6293866891,"08:03 PM, October 23 2024",Delivered,Zomato Delivery,2km,"2 x Salted Fries, 2 x Fried Chicken Classic Tender, 2 x Bone in Peri Peri Grilled Chicken, 2 x AAC Grilled Chicken Burger",,Buy 1 Get 1 - ₹1179.00,1179.0,58.95,0.0,0.0,0.0,0.0,1237.95,,,,,,26.03,0.9,Correctly,,72e66c2834796e0f3eafa232b82b3335e0e58c769dd84ae5ae20bcd9b7b0675b,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6304017146,"08:29 PM, October 26 2024",Delivered,Zomato Delivery,5km,"1 x Murgh Amritsari Seekh Pide, 2 x Chilli Cheese Garlic Bread, 3 x Grilled Tangdis, 1 x Chicken Pepperoni Pizza, 1 x Mushroom Mozzarella Melt",,Buy 7 Get 3 - ₹259.00,2772.0,138.6,0.0,0.0,0.0,0.0,2910.6,,,,,,19.1,2.5,Correctly,,c7c4877b868e326883f12b635a6953960ce688d04e9834b5dd4b7b16bc0d98bc,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6292408775,"01:57 PM, October 25 2024",Delivered,Zomato Delivery,10km,"2 x Murgh Amritsari Seekh Pizza, 2 x Peri Peri Paneer Pizza, 2 x Bellpepper Onion Pizza, 2 x Just Pepperoni Pizza",,Flat 25% off,6452.0,241.95,1613.0,0.0,0.0,0.0,5080.95,,,,,,45.38,25.3,Incorrectly,,5a3eeb20b0d64a593749f13ae0ea5f1829d204254e26b3be896e632ea67875cb,8
20320607,Swaad,Sector 4,Delhi NCR,6346621828,"07:31 PM, November 10 2024",Delivered,Zomato Delivery,3km,"1 x Grilled Chicken Smoky BBQ Tender, 1 x Salted Fries, 1 x Kabuli Grilled Paneer (8 pcs), 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender, 1 x Grilled Chicken Jamaican Tender, 1 x Peri Peri Crisper Fries, 1 x Salted Crisper Fries",,Buy 1 Get 1 - ₹1238.00,1344.0,67.2,0.0,0.0,0.0,0.0,1411.2,,,,,,30.8,1.5,Correctly,,58f25b50a6be88c4a2fdfafe7d5c18d3e4d6ba365726fdc445e80b041430da4b,8
21077127,Aura Pizzas,Sector 135,Delhi NCR,6327675943,"07:53 PM, November 05 2024",Delivered,Zomato Delivery,3km,"1 x Makhani Paneer Pizza, 2 x Jamaican Chicken Melt, 2 x Mushroom Mozzarella Melt, 1 x Tripple Cheese Pizza, 1 x Murgh Amritsari Seekh Pizza, 1 x All About Chicken Pizza",,Flat Rs.100 off,5140.0,252.0,100.0,0.0,0.0,0.0,5292.0,,,,,,27.12,5.5,Incorrectly,,8a09750d69b8dba8e9a04ae1896eca8f791b28211bcda883bbc373be2865f020,8
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6338463794,"05:07 PM, November 08 2024",Delivered,Zomato Delivery,6km,"1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Pizza, 2 x Mayonnaise, 2 x Garlic Aioli, 2 x Tripple Cheese Pizza",Order: Cook chicken properly..make everything fresh,Buy 1 Get 1 - ₹1288.00,1318.0,65.9,0.0,0.0,0.0,0.0,1383.9,4.0,,,,,18.42,1.4,Correctly,,80f65046ebf8b40d76261c9fb3cbc4aebff3a3ab0f486435b6f04351131ba39c,8
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6349877218,"10:49 PM, November 13 2024",Delivered,Zomato Delivery,5km,"3 x Angara Rice, 1 x Grilled Chicken Angara Tender, 1 x Fried Chicken Peri Peri Tender, 1 x Animal Fries, 2 x Angara Aloo Tuk Tuki",,Flat Rs.150 off,2010.0,96.55,79.0,0.0,0.0,0.0,2027.55,,,,,,27.4,0.8,Correctly,,b236f50b0bdd7de8482599d2775ac747d81c4bc5f6b3c47161dd80ac0e8d8f03,8
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6349784125,"02:08 AM, November 13 2024",Delivered,Zomato Delivery,5km,"1 x Bone in Peri Peri Grilled Chicken, 1 x Grilled Chicken Angara Tender, 1 x Onion Bombs, 2 x AAC Special Slaw, 1 x Bone in Kabuli Grilled Chicken, 1 x Animal Fries, 1 x Grilled Chicken Jamaican Tender",,,3294.0,164.7,0.0,0.0,0.0,0.0,3458.7,,,,,,31.02,4.3,Incorrectly,,f391e99abdaf53af4ef86ea1ec174a911f7717c918cc1d47a9555ec0143f6187,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6341657893,"07:36 PM, November 13 2024",Delivered,Zomato Delivery,5km,"2 x Bageecha Pizza, 3 x Chilli Cheese Garlic Bread, 3 x Herbed Potato",,50% off upto Rs.100,2819.0,135.95,100.0,0.0,0.0,0.0,2854.95,,,,,,37.97,18.7,Correctly,,9a37a53aabe83e204942c3a2e2424e1f983a2742223d1c4ce71722ad01a7b04a,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6357817812,"03:20 PM, November 15 2024",Delivered,Zomato Delivery,11km,"1 x Tripple Cheese Pizza, 2 x Salted Crisper Fries, 1 x Mushroom Mozzarella Melt, 2 x Margherita Pizza, 2 x Peri Peri Crisper Fries",,Buy 1 Get 1 - ₹1286.00,1386.0,69.3,0.0,0.0,0.0,0.0,1455.3,,,,,,22.67,3.9,Incorrectly,,d1df9b56464c1aac68d82c0653577d1016ec2080d82230ea002f57dd05edabf8,8
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6377827390,"06:18 PM, November 23 2024",Delivered,Zomato Delivery,2km,"3 x Fried Chicken Classic Tender, 4 x Salted Fries, 1 x Grilled Chicken Jamaican Tender",,,2491.0,124.55,0.0,0.0,0.0,0.0,2615.55,,,,,,22.42,0.8,Correctly,,5526bed6e9914d6bf949fe60188baecb3153c8a3e56360b5ff68680b1499db50,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6378343816,"10:26 PM, November 23 2024",Delivered,Zomato Delivery,6km,"1 x Makhani Paneer Pizza, 1 x Malai Gud Pide, 1 x Mushroom Mozzarella Melt, 1 x Jamaican Chicken Melt, 1 x All About Chicken Pizza, 1 x Angara Paneer Melt, 1 x Murgh Amritsari Seekh Melt, 1 x Peanut Butter Chocolate Pide",,Buy 1 Get 1 - ₹1936.00,2086.0,104.3,0.0,0.0,0.0,0.0,2190.3,,,,,,39.68,22.4,Correctly,,b5789293cb1ebcf0e70dfc82d49f80fcd8937b46b061f0775261ef007d0fa743,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6378763871,"12:40 PM, November 23 2024",Delivered,Zomato Delivery,2km,"1 x Jamaican Chicken Melt, 2 x Grilled Tangdis, 1 x Malai Gud Pide, 1 x Onion Rings, 1 x Tripple Cheese Pizza, 1 x Salted Crisper Fries, 1 x Cheesy Garlic Bread",,Buy 1 Get 1 - ₹1225.00,1306.0,65.3,0.0,0.0,0.0,0.0,1371.3,,,,,,24.78,11.6,Incorrectly,,57220ebd0b15a1458f5237fe91112d5a85ee7536f36533d3c8777dccb7611340,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6403738747,"10:43 PM, December 03 2024",Delivered,Zomato Delivery,6km,"1 x Just Pepperoni Pide, 2 x Peri Peri Crisper Fries, 1 x Murgh Amritsari Seekh Pide, 2 x Garlic Aioli, 2 x Mutton Seekh Pide",,Buy 1 Get 1 - ₹1007.00,1057.0,52.85,0.0,0.0,0.0,0.0,1109.85,,,,,,18.27,0.7,Correctly,,916abc26097bea25c73ae86892b065a2dde8af1ed24481f3f83687d505fd9c23,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6415269010,"02:20 PM, December 06 2024",Delivered,Zomato Delivery,1km,"2 x Chilli Cheese Garlic Bread, 2 x Raw Masala Lemon Shikanji, 1 x All About Chicken Pizza, 2 x Tipsy Tiger Fresh Lime Soda, 1 x Makhani Paneer Pizza",,,2184.58,109.23,0.0,0.0,0.0,0.0,2293.81,,,,,,25.93,17.3,Incorrectly,,a831495b9d03f154840133dc3a085b8e813d8cd73026816d7fba9e36e9f9b5d1,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6416593748,"06:13 PM, December 06 2024",Delivered,Zomato Delivery,7km,"4 x Bageecha Pizza, 4 x All About Chicken Pizza",,Flat 25% off,5032.0,188.7,1258.0,0.0,0.0,0.0,3962.7,5.0,,,,,40.63,11.4,Incorrectly,,7076a476d6f420670c62d1767f85500df6bdcf8a27afdcb9ca07a94d34455cb3,8
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6432062886,"08:43 PM, December 12 2024",Delivered,Zomato Delivery,2km,"1 x AAC Signature Crisper Fries, 2 x AAC Signature Fries, 1 x Bone in Smoky Bbq Grilled Chicken, 3 x Garlic Aioli, 1 x Fried Chicken Angara Tender",,Flat 20% off,1667.0,68.35,300.06,0.0,0.0,0.0,1435.29,,,,,,18.2,0.3,Correctly,,293bf9dc9a1694cb0dd4d03f73c07f7f6b25698f100de824474e170ea81228cb,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6439056761,"09:37 PM, December 14 2024",Delivered,Zomato Delivery,6km,"1 x All About Chicken Pizza, 1 x Murgh Amritsari Garlic Bread, 1 x Tripple Cheese Pizza, 1 x Jamaican Chicken Melt, 1 x Peri Peri Paneer Melt, 1 x Chilli Cheese Garlic Bread, 1 x Angara Paneer Melt, 1 x Peri Peri Chicken Melt",,Buy 1 Get 1 - ₹1936.00,2096.0,104.8,0.0,0.0,0.0,0.0,2200.8,,,,,,55.0,15.6,Correctly,,b5789293cb1ebcf0e70dfc82d49f80fcd8937b46b061f0775261ef007d0fa743,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6432945321,"07:47 PM, December 14 2024",Delivered,Zomato Delivery,5km,"2 x Peri Peri Paneer Pizza, 1 x Murgh Amritsari Seekh Pizza, 2 x Masala Paneer Pide, 1 x Makhani Paneer Pizza, 2 x Bageecha Pizza",,Buy 1 Get 1 - ₹2076.00,2126.0,106.3,0.0,0.0,0.0,0.0,2232.3,,,,,,25.05,12.2,Incorrectly,,12ca505ccfa6f8f91fb43b143ebb60a75b9aa1c415c6ecfd8138031648a25291,8
21077127,Aura Pizzas,Sector 135,Delhi NCR,6446560013,"02:09 PM, December 17 2024",Delivered,Zomato Delivery,6km,"4 x Cheesy Garlic Bread, 2 x Bageecha Pizza, 2 x All About Chicken Pizza",,Flat Rs.175 off,4512.0,216.85,175.0,0.0,0.0,0.0,4553.85,,,,,,37.53,10.6,Incorrectly,,fd1e43dafad8648f0ea8ec54fbcd5c2ca490dcbe197d0f2169ee3e956437f16a,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6478175828,"02:01 AM, December 29 2024",Delivered,Zomato Delivery,1km,"2 x Iced Green Tea - Mojito, 1 x Tripple Cheese Pizza, 1 x Herbed Potato, 1 x Peri Peri Crisper Fries, 1 x Indian Masala Fries, 1 x Malai Gud Pide, 1 x Cheesy Garlic Bread",,Flat Rs.300 off,1982.48,85.62,270.0,0.0,0.0,0.0,1798.1,,,,,,23.4,5.9,Correctly,,6ff75ac2feca862d09739a1b492bbb2395908d147dafe9a03fbaa19c3aceb56f,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6486101854,"11:20 PM, December 31 2024",Delivered,Zomato Delivery,6km,"1 x Makhani Paneer Pizza, 1 x Peri Peri Grilled Chicken Pizza, 4 x Herbed Potato, 1 x Chicken Pepperoni Pizza, 1 x Mushroom Pizza",,Flat 15% off,4258.0,184.16,574.83,0.0,0.0,0.0,3867.33,,,,,,31.97,6.9,Correctly,Item(s) missing or not delivered,d58217fe0cc8349ce5d4ab008e451c4df886ba874a31bc80a057c23c11a2f30c,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6463234224,"12:59 PM, December 27 2024",Delivered,Zomato Delivery,8km,"2 x Peri Peri Grilled Chicken Pizza, 2 x Herbed Potato, 1 x Margherita Pizza, 2 x Bageecha Pizza, 1 x Peri Peri Paneer Pizza",,,4670.0,223.1,0.0,208.0,0.0,0.0,4685.1,,,,,,27.5,1.6,Correctly,,1f3c32a464900045c070b9f5b3f1b4c49c1b94c89cba16c0a82536422cb0eaab,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6473656446,"07:40 PM, December 31 2024",Delivered,Zomato Delivery,15km,"1 x Murgh Amritsari Seekh Pizza, 1 x Just Pepperoni Pizza, 1 x Mushroom Mozzarella Melt, 1 x Margherita Pizza, 3 x Chilli Cheese Garlic Bread, 1 x Jamaican Chicken Melt",,Flat 25% off,4022.0,135.74,1005.5,0.0,0.0,301.65,2850.59,,,,,,27.83,15.8,Correctly,,a1af956cb8c18ef211a8c9f5b26e6fcd1d6b344606ab4380f95b14f37f07a10c,8
20320607,Swaad,Sector 4,Delhi NCR,6492767895,"09:13 PM, January 04 2025",Delivered,Zomato Delivery,6km,"2 x Garlic Aioli, 1 x Salted Fries, 1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Peri Peri Tangdi, 1 x Grilled Chicken Angara Tangdi, 1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Peri Peri Tender",,,2684.0,134.2,0.0,0.0,0.0,0.0,2818.2,,,,,,25.55,1.1,Correctly,,9bf5d162d71d1123b7b9ef4c2b9572e49baea8cd4ee53b507b285290866a8314,8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6499195012,"07:27 PM, January 05 2025",Delivered,Zomato Delivery,2km,"1 x Bageecha Pizza, 1 x Herbed Potato, 1 x Indian Salsa, 1 x Garlic Aioli, 1 x Masala Paneer Pide, 1 x Peri Peri Fries, 2 x Raw Masala Lemon Shikanji",,Flat Rs.300 off,1692.48,71.12,270.0,0.0,0.0,0.0,1493.6,,,,,,25.87,9.0,Correctly,,f90e4b5ef08048aefd6d2d480e011f0215fb88e91c9ac43a1f834a13bc3799fc,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6497409807,"07:42 PM, January 05 2025",Delivered,Zomato Delivery,9km,"1 x Peri Peri Fries, 4 x Garlic Aioli, 1 x Indian Masala Fries, 1 x Murgh Amritsari Seekh Pizza, 1 x Makhani Paneer Pizza",,Flat 15% off,2283.0,98.74,308.21,0.0,0.0,0.0,2073.53,5.0,,,,,25.35,7.5,Correctly,,d5dcdf072e8bc59aef586fb4f5cb923335bade91f626d670e861dd457f0f715e,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6493354842,"06:46 PM, January 05 2025",Delivered,Zomato Delivery,11km,"2 x Garlic Aioli, 1 x Makhani Paneer Pizza, 1 x Cafreal Sauce, 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread, 1 x Chilli Cheese Garlic Bread, 1 x Margherita Pizza",,Flat 15% off,2685.0,116.13,362.48,0.0,0.0,0.0,2438.65,,,,,,26.93,11.5,Correctly,,764b17348d93e98bc20870f20e791887730dd617c7c5670ac6ebda53ed8f091e,8
20320607,Swaad,Sector 4,Delhi NCR,6525991624,"08:12 PM, January 15 2025",Delivered,Zomato Delivery,10km,"1 x Fried Chicken Classic Tender, 2 x Peri Peri Sauce, 2 x Smoky BBQ Sauce, 1 x Fried Chicken Ghostbuster Tender, 2 x Fried Chicken Peri Peri Tender",,Flat 20% off,1540.0,63.14,277.2,0.0,0.0,0.0,1325.94,,,,,,18.75,1.2,Correctly,,7194edf096e03a2614a9dd766b73916620de01944aae2bce21f3eba412778aaa,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6525015614,"04:33 PM, January 14 2025",Delivered,Zomato Delivery,3km,"2 x Margherita Pizza, 2 x Cheesy Garlic Bread, 4 x Salted Crisper Fries",,Buy 1 Get 1 - ₹1286.00,1286.0,64.3,0.0,0.0,0.0,0.0,1350.3,,,,,,23.88,2.6,Correctly,,32c250754b7f72bfa88d536a6bf98fc243c61f7cb04c1cd1acc3adec57d4a954,8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6543905593,"07:38 PM, January 24 2025",Delivered,Zomato Delivery,9km,"1 x Peri Peri Fries, 1 x Makhani Paneer Pizza, 1 x Spinach Sumac Pide, 1 x Cheesy Garlic Bread, 1 x Malai Gud Pide, 1 x Margherita Pizza, 1 x Mushroom Mozzarella Melt, 1 x Salted Crisper Fries",,,2891.0,144.55,0.0,0.0,0.0,0.0,3035.55,,,,,,32.87,11.2,Correctly,,140d81e4d6a3fef461a1b08de2ab7c20943f8731bc87bb731a3781d48865748c,8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6544828420,"01:54 PM, January 21 2025",Delivered,Zomato Delivery,4km,"1 x Peri Peri Crisper Fries, 1 x Spinach Sumac Pide, 1 x Mushroom Pizza, 3 x Garlic Aioli, 1 x Bageecha Pizza, 1 x Herbed Potato",,Flat 15% off,2584.0,101.59,273.65,278.5,0.0,0.0,2133.44,,,,,,19.55,0.6,Correctly,,8fb2c489ec777aa68d971cd2e709941d2a1535f272eaabdee6f081ae5d27d1d5,8
