Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID,Order Item Count
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6190230404,"06:18 PM, September 19 2024",Delivered,Zomato Delivery,2km,"1 x Just Pepperoni Pizza, 1 x Bageecha Pizza, 1 x All About Chicken Pizza, 2 x Margherita Pizza, 1 x Makhani Paneer Pizza",,Buy 1 Get 1 - ₹2257.00,2307.0,115.35,0.0,0.0,0.0,0.0,2422.35,,,,,,38.47,16.3,Correctly,,532a4d38eae3c3f7af8be23afe7e3a4c3f6941b4caed8b12174a07494793f380,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6193602901,"12:45 PM, September 19 2024",Delivered,Zomato Delivery,15km,"1 x Murgh Amritsari Seekh Pide, 1 x Murgh Amritsari Garlic Bread, 1 x All About Chicken Pizza, 3 x Herbed Potato",,Buy 1 Get 1 - ₹645.00,1096.0,54.8,0.0,0.0,0.0,0.0,1150.8,4.0,,,,,29.97,6.7,Correctly,,0d33888c159311c60f9a96915b720be375c35444292977b1ae3d29a40df76dd3,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6186183121,"08:27 PM, September 19 2024",Delivered,Zomato Delivery,9km,"1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Pizza, 1 x Tripple Cheese Pizza, 1 x Peri Peri Grilled Chicken Pizza, 2 x Malai Gud Pide",,Buy 1 Get 1 - ₹1437.00,1537.0,76.85,0.0,0.0,0.0,0.0,1613.85,,,,,,29.67,10.8,Correctly,,885199083b641c5435bffeeeae744dbb9a28a2be0d479865adce78b948ad083b,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6195378261,"07:19 PM, September 19 2024",Delivered,Zomato Delivery,19km,"2 x Margherita Pizza, 2 x Jamaican Chicken Melt, 1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Pizza",,Buy 1 Get 1 - ₹1567.00,1597.0,79.85,0.0,0.0,0.0,0.0,1676.85,,,,,,24.88,19.4,Incorrectly,,8fca0057a380d2674367ab7384c493092d8b7b46b6f7ccda264d519b44f4e548,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6192043608,"02:13 PM, September 19 2024",Delivered,Zomato Delivery,1km,"1 x Bageecha Pizza, 1 x Pepperoni Garlic Bread, 3 x Chilli Cheese Garlic Bread, 1 x Peri Peri Paneer Pizza",,Buy 1 Get 1 - ₹1117.00,1356.0,67.8,0.0,0.0,0.0,0.0,1423.8,,,,,,19.32,9.0,Correctly,,a831495b9d03f154840133dc3a085b8e813d8cd73026816d7fba9e36e9f9b5d1,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6181749632,"05:07 PM, September 18 2024",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Garlic Bread, 1 x All About Chicken Pizza, 2 x Peri Peri Crisper Fries, 2 x Grilled Tangdis",,Flat 15% off,2204.0,93.67,330.6,0.0,0.0,0.0,1967.07,,,,,,19.08,2.3,Correctly,,cad4b823c7457307a044600800a719e0ad8b8f618919703b1c6e107fcd5b80ac,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6188322377,"12:38 PM, September 18 2024",Delivered,Zomato Delivery,1km,"2 x Peri Peri Paneer Pizza, 2 x Chilli Cheese Garlic Bread, 2 x Bageecha Pizza",,Flat 15% off,2874.0,122.15,431.1,0.0,0.0,0.0,2565.05,5.0,,,,,28.23,3.6,Correctly,,4b8ef90f386b9eb89809f791b112979ef20edc838d8d6e276cb8c857e29f743a,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6175315049,"10:11 PM, September 14 2024",Delivered,Zomato Delivery,3km,"2 x Chilli Cheese Garlic Bread, 1 x Tripple Cheese Pizza, 2 x Harisa Mayo, 1 x Makhani Paneer Pizza",,Buy 1 Get 1 - ₹1068.00,1068.0,53.4,0.0,0.0,0.0,0.0,1121.4,,,,,,33.75,8.1,Correctly,,96f08f06464c63b07069c910bf1b1d9fa67dd302bf7469b35d6b78e3a7b071fb,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6172558477,"07:54 PM, September 14 2024",Delivered,Zomato Delivery,6km,"1 x Makhani Paneer Pizza, 1 x Mushroom Pizza, 1 x OG Cheese Pide, 1 x Spinach Sumac Pide, 1 x Chilli Cheese Garlic Bread, 1 x Cheesy Garlic Bread",,Buy 1 Get 1 - ₹1317.00,1407.0,70.35,0.0,0.0,0.0,0.0,1477.35,,,,,,25.0,5.6,Correctly,,2c8105bae208bcc241693d6b90aa6fcc94ebca1fedfd047b4675947fee5d62d7,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6178161252,"01:42 PM, September 14 2024",Delivered,Zomato Delivery,4km,"1 x Cheesy Garlic Bread, 1 x Tripple Cheese Pizza, 1 x Indian Masala Fries, 1 x Chilli Cheese Garlic Bread, 1 x Peri Peri Fries, 1 x Makhani Paneer Pizza",,Buy 1 Get 1 - ₹946.00,1027.0,51.35,0.0,0.0,0.0,0.0,1078.35,,,,,,14.98,2.6,Correctly,,1951d41029aa08f985a478ff01177eb328449784a65d00f65e62bd0847138d01,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6175184802,"02:15 PM, September 13 2024",Delivered,Zomato Delivery,2km,"1 x Garlic Aioli, 2 x Tipsy Tiger Fresh Lime Soda, 1 x OG Cheese Pide, 1 x Mushroom Pizza, 1 x Herbed Potato",,Flat Rs.125 off,1464.1,68.56,93.0,0.0,0.0,0.0,1439.66,,,,,,38.85,22.9,Correctly,,96ae0a6bdb5b3a387ec608e47936690e908f9c15bbfd71288b692c128beaacc7,6
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6188929337,"05:44 PM, September 19 2024",Delivered,Zomato Delivery,2km,"2 x Fried Chicken Strips, 2 x Grilled Tangdis, 2 x Jamaican Chicken Melt",,Buy 1 Get 1 - ₹937.00,937.0,46.85,0.0,0.0,0.0,0.0,983.85,,,,,,23.4,14.5,Correctly,,0cf53eabcb8781c12b1ef6004325fcbcb188a6532c276ea645b3ccf07df06157,6
20882713,Swaad,DLF Phase 1,Delhi NCR,6153623116,"07:31 PM, September 11 2024",Delivered,Zomato Delivery,2km,"1 x Angara Grilled Paneer (8 pcs), 1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Ghostbuster Tangdi, 1 x Bone in Angara Grilled Chicken, 1 x Grilled Chicken Smoky BBQ Tangdi",,,2585.0,65.0,0.0,1285.0,0.0,0.0,1365.0,5.0,,,,,30.97,12.3,Correctly,,a2c64fcbd339729a478f0d5eab6bb04a04360988d216596ff753abbecde1c042,6
21077127,Aura Pizzas,Sector 135,Delhi NCR,6166125709,"09:34 PM, September 19 2024",Delivered,Zomato Delivery,6km,"1 x Malai Gud Pide, 2 x Herbed Potato, 1 x Masala Paneer Pide, 1 x Bageecha Pizza, 1 x Margherita Pizza",,Buy 1 Get 1 - ₹866.00,1066.0,53.3,0.0,0.0,0.0,0.0,1119.3,,,,,,25.43,6.8,Correctly,,3f2d2719c2da89e43b2f88dea980085233982b7778eaae19cc812add89bdc0af,6
21077127,Aura Pizzas,Sector 135,Delhi NCR,6191209042,"07:01 PM, September 19 2024",Delivered,Zomato Delivery,6km,"2 x Fried Chicken Strips, 2 x Cheesy Garlic Bread, 2 x Margherita Pizza",,Buy 1 Get 1 - ₹1136.00,1136.0,56.8,0.0,0.0,0.0,0.0,1192.8,,,,,,15.6,10.8,Incorrectly,,69f1f9602be7eed481adf714b7301c985067762db6eb0f6ff799c0f98a674555,6
21077127,Aura Pizzas,Sector 135,Delhi NCR,6176665809,"02:08 PM, September 14 2024",Delivered,Zomato Delivery,1km,"1 x Bageecha Pizza, 1 x Desi Chicken Pepperoni Pizza, 2 x Indian Masala Fries, 2 x Harisa Mayo",,Buy 1 Get 1 - ₹908.00,918.0,45.9,0.0,0.0,0.0,0.0,963.9,,,,,,18.95,2.0,Correctly,,67acfd782e6fcb76e3a767f77d776672e9a6b229f5bc9892cd2f233c7398be35,6
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6224061886,"02:51 PM, September 30 2024",Delivered,Zomato Delivery,1km,"1 x Grilled Chicken Jamaican Tender, 1 x Tipsy Tiger Ginger Ale, 1 x Grilled Chicken Angara Tender, 1 x Salted Fries, 1 x Grilled Chicken Peri Peri Tender, 1 x Tipsy Tiger Fresh Lime Soda",,,1337.1,66.86,0.0,0.0,0.0,0.0,1403.96,4.0,,,,,21.35,3.4,Correctly,,48cd90d356a533c1108927d0ee54ce569afad807bff145fef84197eb71d5fe62,6
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6214777267,"02:54 PM, September 29 2024",Delivered,Zomato Delivery,4km,"1 x Grilled Chicken Jamaican Tender, 2 x AAC Signature Crisper Fries, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Angara Tender",,Flat Rs.200 off,2108.0,95.4,200.0,0.0,0.0,0.0,2003.4,,,,,,28.08,12.6,Correctly,,1b32a3605c4e73216d98d26118c346d8be9cd90a83daf95eed46c5b6c4188f14,6
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196797643,"01:40 PM, September 25 2024",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Ghostbuster Tender, 1 x Fried Chicken Kabuli Tender, 1 x Fried Chicken Peri Peri Tender, 1 x Fried Chicken Classic Tender, 1 x Onion Rings, 1 x Peri Peri Fries",,,2258.0,57.45,0.0,1109.0,0.0,0.0,1206.45,,,,,,28.27,0.9,Correctly,,16718a5bf0a84ad2630aa3aa66f6d1bc775202617532215d0018300069a406aa,6
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6202159766,"11:07 PM, September 21 2024",Delivered,Zomato Delivery,3km,"1 x Angara Sauce, 1 x Fried Chicken Classic Tender, 1 x Garlic Aioli, 1 x Jamaican Sauce, 1 x India Dynamite sauce, 1 x Grilled Chicken Jamaican Tender",,,875.0,22.25,0.0,430.0,0.0,0.0,467.25,,,,,,12.48,0.2,Correctly,,87e1c3bcf7470698a877d5775e9415edcfb85a042e5933a27ad48e29ae2aee6f,6
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6197570075,"06:32 PM, September 21 2024",Delivered,Zomato Delivery,5km,"1 x Grilled Chicken Jamaican Tender, 1 x Onion Bombs, 1 x AAC Fried Paneer Burger, 2 x Angara Aloo Tuk Tuki, 1 x Angara Rice",,,1277.0,33.05,0.0,616.0,0.0,0.0,694.05,,,,,,26.52,1.7,Correctly,,2abf7965e2892a7402c9529160aa5a89984151a0d91983e297fcbf8f443eb183,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6209589756,"01:01 PM, September 25 2024",Delivered,Zomato Delivery,3km,"1 x Jamaican Chicken Melt, 1 x Fried Chicken Strips, 1 x Margherita Pizza, 3 x Harisa Mayo",,Flat Rs.200 off,1576.0,68.8,200.0,0.0,0.0,0.0,1444.8,,,,,,25.38,0.5,Correctly,,03da70567d6cfe84ef87a836079d4de9e6ee4c2813d99dfd9555d297b97be6e0,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6206099615,"07:48 PM, September 24 2024",Delivered,Zomato Delivery,5km,"1 x OG Cheese Pide, 1 x Bellpepper Onion Pizza, 1 x Bageecha Pizza, 2 x Chilli Cheese Garlic Bread, 1 x Masala Paneer Pide",,Buy 1 Get 1 - ₹1367.00,1407.0,70.35,0.0,0.0,0.0,0.0,1477.35,5.0,,,,,24.5,0.4,Correctly,,0def8210f97fb150c19724943bb7cf9427da586ff9e873e9b46368f6e9bd9076,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6206956055,"05:53 PM, September 24 2024",Delivered,Zomato Delivery,4km,"1 x Masala Potato Pide, 1 x Mushroom Pizza, 1 x Brocolli Onion Pizza, 1 x Herbed Potato, 1 x Bageecha Pizza, 1 x Crushed Papad",,Buy 1 Get 1 - ₹958.00,1306.0,65.3,0.0,0.0,0.0,0.0,1371.3,5.0,,,,,35.32,19.0,Correctly,,48623ea2f194d4dd8806e258fd93176358eae0c9410d5ce88d316a252acf09ec,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6206115309,"08:27 PM, September 25 2024",Delivered,Zomato Delivery,1km,"1 x Bageecha Pizza, 1 x Peri Peri Grilled Chicken Pizza, 1 x Desi Pepperoni Pizza, 1 x Chilli Cheese Garlic Bread, 2 x Grilled Tangdis",,,3493.0,174.65,0.0,0.0,0.0,0.0,3667.65,,,,,,19.17,1.5,Correctly,,87c2cfec44c521d6ab12913d7669732b397829dae34deed9137eaad2c2139585,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6210396774,"08:30 PM, September 24 2024",Delivered,Zomato Delivery,10km,"1 x Cheesy Garlic Bread, 1 x Margherita Pizza, 1 x Bageecha Pizza, 1 x Herbed Potato, 1 x Harisa Mayo, 1 x Indian Pico De-Gallo",,Buy 1 Get 1 - ₹667.00,898.0,44.9,0.0,0.0,0.0,0.0,942.9,,,,,,16.78,6.1,Incorrectly,,94dd6b2d903b7aef7afed6f9da44783761e5c470b535bfe9a8ce30c938098242,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6209227997,"11:24 AM, September 24 2024",Delivered,Zomato Delivery,4km,"1 x Peri Peri Grilled Chicken Pizza, 1 x Just Pepperoni Pizza, 2 x Peri Peri Crisper Fries, 1 x Bageecha Pizza, 1 x Margherita Pizza",,Buy 1 Get 1 - ₹1288.00,2056.0,102.8,0.0,0.0,0.0,0.0,2158.8,,,,,,20.75,18.7,Incorrectly,,67632a6202b539558941a5127819d13e13e3f5eb8786dfe175368f3a2f6c446c,6
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6225155290,"12:36 AM, September 30 2024",Delivered,Zomato Delivery,4km,"1 x Just Pepperoni Pizza, 1 x Tipsy Tiger Fresh Lime Soda, 1 x Mutton Seekh Pide, 1 x Makhani Paneer Pizza, 2 x Bageecha Pizza",,Flat Rs.200 off,3554.05,167.7,200.0,0.0,0.0,0.0,3521.75,,,,,,44.85,3.5,Incorrectly,,d3c875b1cf68002ce12cdace8e822471bfcfb8925f4ac65ca053fe69c7bccde2,6
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6214600722,"08:34 PM, September 28 2024",Delivered,Zomato Delivery,<1km,"1 x Chilli Cheese Garlic Bread, 1 x Iced Green Tea - Peach, 1 x Margherita Pizza, 1 x Spinach Sumac Pide, 1 x Bellpepper Onion Pizza, 1 x Masala Paneer Pide",,,2500.24,125.01,0.0,0.0,0.0,0.0,2625.25,1.0,,,,,25.95,5.2,Incorrectly,,cebbfed4a79dc85bfbaa374978f185ffec96ccf0ec1b4ac920850ed88bec1cdf,6
20882713,Swaad,DLF Phase 1,Delhi NCR,6198901582,"08:05 PM, September 22 2024",Delivered,Zomato Delivery,8km,"1 x Fried Chicken Angara Tender, 1 x Fried Chicken Classic Tender, 2 x Animal Fries, 1 x Fried Chicken Kabuli Tender, 1 x Grilled Chicken Jamaican Tender",,Flat Rs.175 off,1995.0,91.0,175.0,0.0,0.0,0.0,1911.0,,,,,,29.08,3.0,Incorrectly,,48408c6428b1ddf51fe8e1bf36d03a8594f84f2d103b3bc44eb78958576dec91,6
21077127,Aura Pizzas,Sector 135,Delhi NCR,6218855218,"09:29 PM, September 30 2024",Delivered,Zomato Delivery,1km,"2 x Fried Chicken Strips, 1 x Murgh Amritsari Seekh Pide, 1 x Bageecha Pizza, 2 x Tipsy Tiger Fresh Lime Soda",,Flat Rs.200 off,1643.1,72.16,200.0,0.0,0.0,0.0,1515.26,,,,,,15.85,6.1,Correctly,,cce36d5615381b020142f12e9dcf3b28dfd2372fe50a8c176eb04cb3b28f8b0e,6
21077127,Aura Pizzas,Sector 135,Delhi NCR,6208210506,"04:23 PM, September 24 2024",Delivered,Zomato Delivery,2km,"2 x Herbed Potato, 1 x Margherita Pizza, 1 x Cheesy Garlic Bread, 1 x Chilli Cheese Garlic Bread, 1 x Angara Paneer Melt",,Buy 1 Get 1 - ₹836.00,866.0,43.3,0.0,0.0,0.0,0.0,909.3,,,,,,19.78,11.5,Correctly,,c9ae0613aaedbe92cc3258986059b033584c42304c0063638931238a1a41185a,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6236746238,"01:34 PM, October 06 2024",Delivered,Zomato Delivery,5km,"1 x Makhani Paneer Pizza, 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread, 1 x Tripple Cheese Pizza, 1 x Peri Peri Paneer Pizza, 1 x Chilli Cheese Garlic Bread",,Buy 1 Get 1 - ₹1757.00,1807.0,90.35,0.0,0.0,0.0,0.0,1897.35,,,,,,24.65,0.9,Correctly,,7949304430c57e3c166ec2da06e852846c61834c91212c5fcc00bf89a00a3dcf,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6240697787,"08:20 PM, October 05 2024",Delivered,Zomato Delivery,1km,"1 x Peri Peri Grilled Chicken Pizza, 1 x OG Cheese Pide, 1 x Makhani Paneer Pizza, 1 x Tripple Cheese Pizza, 1 x Desi Chicken Pepperoni Pizza, 1 x Jamaican Chicken Melt",,Buy 1 Get 1 - ₹1917.00,2057.0,102.85,0.0,0.0,0.0,0.0,2159.85,,,,,,43.4,21.0,Correctly,,cf5c07c9d2b1905a05f0e8d9d82f21f7fa8b11663a6b49a7347b01dd7d6fecaf,6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6220831115,"06:04 PM, October 02 2024",Delivered,Zomato Delivery,6km,"1 x Tipsy Tiger Ginger Ale, 1 x Onion Rings, 1 x Murgh Amritsari Seekh Melt, 1 x Just Pepperoni Pizza, 1 x Indian Masala Cripser Fries, 1 x Bageecha Pizza",,,2474.05,123.7,0.0,0.0,0.0,0.0,2597.75,,,,,,23.98,7.3,Correctly,,73fcc914bd1500452ed92fb0888e47864d3b784334ca0fd1b9de78e4356aef83,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6242940841,"11:18 PM, October 05 2024",Delivered,Zomato Delivery,2km,"2 x Tripple Cheese Pizza, 1 x Just Pepperoni Pizza, 1 x Peri Peri Grilled Chicken Pizza, 2 x Cheesy Garlic Bread",,Buy 1 Get 1 - ₹1407.00,1437.0,71.85,0.0,0.0,0.0,0.0,1508.85,,,,,,17.58,6.9,Correctly,,cb990bb192634fb51a071d7ab37531ea2e502a85fa672b2c3ff86d9aff36c62e,6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6236857380,"07:58 PM, October 04 2024",Delivered,Zomato Delivery,6km,"1 x Masala Paneer Pide, 1 x OG Cheese Pide, 1 x Malai Gud Pide, 1 x Onion Rings, 1 x Spinach Sumac Pide, 1 x Angara Paneer Melt",,Flat 15% off,1994.0,84.75,299.1,0.0,0.0,0.0,1779.65,,,,,,29.17,17.6,Correctly,,c4597555a9fecf97c0f455022504124610da22117efe53893aaf65394b25fdbd,6
21077127,Aura Pizzas,Sector 135,Delhi NCR,6240927140,"10:55 PM, October 05 2024",Delivered,Zomato Delivery,15km,"1 x Murgh Amritsari Seekh Pizza, 1 x Murgh Amritsari Garlic Bread, 1 x All About Chicken Pizza, 1 x Grilled Tangdis, 1 x Malai Gud Pide, 1 x Peanut Butter Chocolate Pide",,Buy 1 Get 1 - ₹1177.00,1227.0,61.35,0.0,0.0,0.0,0.0,1288.35,,,,,,24.17,15.4,Correctly,,ddf2cb74227c701501c3f54e86aa32a01c442d9a278d19068e9fa4015ef57562,6
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6234149501,"07:24 PM, October 05 2024",Delivered,Zomato Delivery,1km,"1 x Mutton Seekh Pizza, 4 x Fried Chicken Strips, 1 x Desi Pepperoni Pizza",,Buy 1 Get 1 - ₹1277.00,1277.0,63.85,0.0,0.0,0.0,0.0,1340.85,,,,,,21.87,0.3,Correctly,,4a4a758a30607addd0a645336cecaddb3ff00a39822405999d51a20bdc084507,6
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6232601170,"03:57 PM, October 02 2024",Delivered,Zomato Delivery,7km,"1 x Mutton Seekh Pide, 1 x Fried Chicken Strips, 1 x Herbed Potato, 1 x Murgh Amritsari Seekh Pide, 1 x Peri Peri Crisper Fries, 1 x Margherita Pizza",,,2112.0,105.6,0.0,0.0,0.0,0.0,2217.6,,,,,,27.37,13.9,Correctly,,7e17c857a4546aa2d9913ea1d54bce11ee8ea7db377d4f65c5f87cc6373a5ac2,6
20320607,Swaad,Sector 4,Delhi NCR,6260524321,"06:51 PM, October 13 2024",Delivered,Zomato Delivery,9km,"1 x AAC Special Slaw, 1 x Onion Rings, 1 x Grilled Chicken Jamaican Tangdi, 1 x Fried Chicken Angara Tender, 1 x Garlic Aioli, 1 x Fried Chicken Ghostbuster Tender",,Flat Rs.175 off,1681.0,75.3,175.0,0.0,0.0,0.0,1581.3,,,,,,22.75,8.9,Incorrectly,,46b23ca180e92f88fe8083c29efad552565d5f8ecf5e953dfd30b52bc88e4605,6
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6275554490,"02:06 PM, October 19 2024",Delivered,Zomato Delivery,11km,"1 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice, 1 x Animal Fries, 1 x Grilled Chicken Angara Tender, 1 x Fried Chicken Angara Tender, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Jamaican Tangdi",,,2120.0,54.0,0.0,1040.0,0.0,0.0,1134.0,,,,,,32.72,0.5,Correctly,,9b9d77e60fa8aee7935971b8b02d8759575fd4dbdfe533f5337132abe5078248,6
